GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,TRBL_SUBA,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,C_NECTAA,NECTADIVA,URB_AREAA,CDA,STLEG_UPA,STLEG_LOA,ZCTAA,SUBMCDA,SD_ELMA,SD_SECA,SD_UNIA,UR,PCI,PUMAA,GEOID,TRBL_CTA,TRBL_BGA,NAME_E,AMRZE001,AMRZE002,AMRZE003,AMRZE004,AMRZE005,AMRZE006,AMRZE007,AMRZE008,AMRZE009,AMRZE010,AMRZE011,AMRZE012,AMRZE013,AMRZE014,AMRZE015,AMRZE016,AMRZE017,AMRZE018,AMRZE019,AMRZE020,AMRZE021,AMRZE022,AMRZE023,AMRZE024,AMRZE025,AMR7E001,AMR7E002,AMR7E003,AMR7E004,AMR7E005,AMR7E006,AMR7E007,AMR7E008,AMR7E009,AMR7E010,AMR7E011,AMR7E012,AMR7E013,AMR7E014,AMR7E015,AMR7E016,AMR7E017,AMR8E001,AMUDE001,AMWBE001,NAME_M,AMRZM001,AMRZM002,AMRZM003,AMRZM004,AMRZM005,AMRZM006,AMRZM007,AMRZM008,AMRZM009,AMRZM010,AMRZM011,AMRZM012,AMRZM013,AMRZM014,AMRZM015,AMRZM016,AMRZM017,AMRZM018,AMRZM019,AMRZM020,AMRZM021,AMRZM022,AMRZM023,AMRZM024,AMRZM025,AMR7M001,AMR7M002,AMR7M003,AMR7M004,AMR7M005,AMR7M006,AMR7M007,AMR7M008,AMR7M009,AMR7M010,AMR7M011,AMR7M012,AMR7M013,AMR7M014,AMR7M015,AMR7M016,AMR7M017,AMR8M001,AMUDM001,AMWBM001
"G4801930","2016-2020","TX",,,"Texas","48","Hamilton County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48193",,,"Hamilton County, Texas",5962,57,0,0,4,2,3,19,6,109,0,76,52,103,204,134,1807,311,523,947,379,933,203,65,25,3007,172,241,143,193,254,201,177,96,142,175,330,308,253,143,71,108,46893,4545,123600,"Hamilton County, Texas",131,37,20,20,6,5,5,25,11,94,20,55,50,72,80,112,262,93,177,224,118,192,76,45,25,227,95,89,78,89,121,75,74,53,80,73,114,99,101,66,39,54,7408,26,12306
"G4801950","2016-2020","TX",,,"Texas","48","Hansford County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48195",,,"Hansford County, Texas",3348,129,0,0,0,0,47,19,23,206,94,31,189,62,77,78,736,183,171,351,175,682,77,0,18,1859,64,36,149,98,295,144,21,102,34,156,163,228,126,151,81,11,46507,2342,111300,"Hansford County, Texas",105,115,20,20,20,20,56,23,35,90,65,46,93,51,49,57,161,93,70,100,66,201,34,20,21,96,60,30,84,61,133,80,25,63,23,70,85,108,79,93,56,12,12855,37,17386
"G4801970","2016-2020","TX",,,"Texas","48","Hardeman County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48197",,,"Hardeman County, Texas",2879,63,0,0,6,6,0,10,7,39,10,25,97,105,129,37,775,99,231,557,214,302,105,52,10,1672,83,121,103,203,65,74,90,83,44,208,151,134,148,110,15,40,47188,2411,53100,"Hardeman County, Texas",140,48,14,14,9,8,14,16,11,28,8,24,54,54,85,24,140,39,75,121,94,89,54,33,12,123,41,73,51,88,31,49,62,45,28,66,70,53,68,55,17,26,7994,99,7964
"G4801990","2016-2020","TX",,,"Texas","48","Hardin County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48199",,,"Hardin County, Texas",38859,536,0,0,0,0,4,11,141,69,129,380,584,861,1105,558,13141,2233,2680,5858,3551,5397,1253,136,232,21188,1395,1396,743,850,1063,818,856,900,751,1566,1916,2670,2561,1514,1170,1019,61221,25111,135600,"Hardin County, Texas",157,201,33,33,33,33,9,18,144,73,111,194,202,254,290,180,1050,439,479,673,606,607,345,67,157,563,349,426,216,268,310,244,273,282,267,318,391,468,459,304,255,307,4196,90,14784
"G4802010","2016-2020","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48201",,,"Harris County, Texas",2995908,92200,710,1380,4503,11867,19048,12534,19706,88263,18554,36556,76553,46421,54406,61410,577376,106299,157082,431518,212930,613469,244371,67858,40894,1635749,98042,58506,67679,71634,74948,79150,65583,74640,63988,128171,158088,198645,143589,97072,109795,146219,63022,1795219,189400,"Harris County, Texas",134,3320,243,537,556,1414,1508,1378,1785,3002,1396,1938,2697,2030,2401,2605,7521,3148,4733,6630,4636,7405,5171,2370,1791,3591,2485,2442,2417,2454,2643,3013,2692,2851,2302,3145,4484,4529,4388,2934,2796,3384,607,874,1240
"G4802030","2016-2020","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48203",,,"Harrison County, Texas",44280,563,0,0,86,73,88,159,69,465,107,365,605,1223,1374,845,11818,2241,3459,8573,3168,6183,2101,460,255,23841,1985,1228,1015,1219,1453,1040,968,899,932,2238,2417,3617,2051,883,1130,766,54234,28827,137200,"Harrison County, Texas",199,237,33,33,98,88,85,93,72,182,65,184,208,334,332,218,806,442,558,807,383,579,431,182,101,561,406,303,287,305,288,271,218,230,247,467,361,416,298,224,246,201,3209,114,11580
"G4802050","2016-2020","TX",,,"Texas","48","Hartley County","205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48205",,,"Hartley County, Texas",4127,12,0,0,0,0,8,0,40,123,20,64,124,108,122,33,878,686,297,597,144,491,262,38,80,1691,37,20,77,87,88,40,153,110,168,175,142,160,113,171,97,53,53722,1908,179200,"Hartley County, Texas",76,21,20,20,20,20,14,20,37,76,19,45,72,55,62,29,159,143,93,143,65,125,118,34,55,160,33,20,66,60,53,33,76,81,90,69,75,70,61,68,51,41,7378,163,17724
"G4802070","2016-2020","TX",,,"Texas","48","Haskell County","207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48207",,,"Haskell County, Texas",3993,123,0,0,0,8,80,25,47,55,21,221,155,111,134,53,1052,293,358,375,217,389,260,6,10,2162,157,144,156,138,156,103,67,88,95,195,228,248,230,74,7,76,48955,3465,60500,"Haskell County, Texas",79,50,20,20,20,11,67,25,40,49,17,106,72,66,58,31,140,80,77,89,77,88,139,8,12,188,52,63,59,66,70,51,36,43,49,65,79,69,94,31,7,48,5682,114,6615
"G4802090","2016-2020","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48209",,,"Hays County, Texas",134420,1221,31,0,70,49,442,120,345,1422,603,862,1686,2055,2158,1886,26016,4664,10421,20496,8018,33431,13832,1901,2691,76724,4071,2390,2187,3060,3356,2957,2822,3920,2553,6254,7890,10594,7331,4429,6231,6679,68724,81696,258000,"Hays County, Texas",324,328,52,33,99,49,273,73,189,419,258,308,420,469,543,505,1776,606,1009,1567,819,1661,1196,453,442,672,618,611,456,438,646,523,487,734,488,880,1033,913,758,536,731,884,2291,256,5283
"G4802110","2016-2020","TX",,,"Texas","48","Hemphill County","211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48211",,,"Hemphill County, Texas",2407,8,0,0,0,0,1,0,50,42,0,166,63,1,62,34,780,99,116,354,134,392,93,10,2,1356,22,29,54,137,90,112,36,57,82,62,98,52,260,111,82,72,59605,1744,180300,"Hemphill County, Texas",80,12,14,14,14,14,4,14,66,56,14,126,55,2,49,27,135,57,57,97,60,115,47,11,6,107,27,34,46,93,62,66,23,52,49,43,46,26,98,56,41,43,17072,85,35325
"G4802130","2016-2020","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48213",,,"Henderson County, Texas",57974,913,28,0,55,5,66,17,53,521,299,955,1399,1594,1917,925,15605,3819,4327,10558,4300,6747,3258,400,213,31649,2564,1928,1755,1810,1612,1788,1291,1743,1481,2442,2911,4107,2202,1486,1386,1143,49469,41502,120700,"Henderson County, Texas",182,222,47,33,64,11,67,20,48,202,153,296,330,249,338,228,814,438,462,793,457,769,592,126,98,642,446,447,284,284,297,338,262,331,320,387,339,443,333,293,324,239,2488,181,6558
"G4802150","2016-2020","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48215",,,"Hidalgo County, Texas",485614,17819,208,296,2573,3570,8540,5807,7039,30196,6424,14085,27714,12821,13727,9774,96893,19007,21207,69739,24439,64879,22212,3913,2732,243878,26577,17282,17795,16563,13041,13864,12456,11127,9910,18143,22349,23031,17425,9910,8268,6137,41846,281380,90000,"Hidalgo County, Texas",223,1319,235,259,568,566,972,844,954,1832,826,1105,2014,1201,1160,928,2991,1259,1646,2933,1427,2564,1700,598,400,1321,1603,1283,1441,1215,1080,1060,1103,898,978,1278,1366,1344,1393,923,830,702,974,175,1604
"G4802170","2016-2020","TX",,,"Texas","48","Hill County","217",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48217",,,"Hill County, Texas",24717,502,0,0,10,20,68,36,63,311,114,309,571,625,820,388,6559,1897,2320,3623,2155,2987,1068,222,49,13094,773,558,685,757,628,745,591,833,390,1021,1348,2010,1046,800,363,546,55615,16409,112200,"Hill County, Texas",78,120,30,30,15,20,38,26,52,100,68,90,151,129,212,99,342,256,276,299,254,292,178,91,27,361,165,123,127,158,127,142,138,154,92,182,198,253,145,193,82,97,2801,82,7128
"G4802190","2016-2020","TX",,,"Texas","48","Hockley County","219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48219",,,"Hockley County, Texas",14374,458,0,4,34,40,79,175,39,511,211,261,517,420,608,151,3404,648,897,2352,1315,1561,550,67,72,8071,442,502,581,449,423,448,453,506,415,567,567,998,781,426,268,245,47010,9392,92900,"Hockley County, Texas",97,140,26,8,45,32,40,103,26,163,94,107,144,109,179,64,276,147,173,247,172,223,111,45,45,239,120,126,119,101,125,121,130,158,109,142,138,209,177,108,85,69,2775,66,4429
"G4802210","2016-2020","TX",,,"Texas","48","Hood County","221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48221",,,"Hood County, Texas",43434,478,0,8,0,102,32,69,42,330,312,237,393,766,528,625,10158,2655,3408,7599,2983,8561,3088,574,486,23215,890,771,989,1132,1154,781,1216,840,618,1693,2042,3331,2533,1846,1800,1579,71253,26651,208700,"Hood County, Texas",162,228,33,13,33,108,65,98,50,154,217,100,165,241,197,167,808,405,453,861,534,777,525,185,211,445,215,235,289,324,309,217,283,204,171,367,304,517,408,358,352,266,3923,78,6416
"G4802230","2016-2020","TX",,,"Texas","48","Hopkins County","223",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48223",,,"Hopkins County, Texas",24671,299,23,16,102,0,127,9,91,451,113,325,275,767,752,384,7099,1369,1936,3510,1769,3708,1196,189,161,13514,768,628,649,613,758,768,668,544,607,1346,1528,1713,1270,535,636,483,54600,15441,119600,"Hopkins County, Texas",88,106,34,21,108,30,82,21,50,178,50,124,93,212,201,129,557,227,255,337,282,453,258,94,86,259,151,158,150,145,166,162,148,130,135,252,206,247,261,167,142,148,3530,82,6353
"G4802250","2016-2020","TX",,,"Texas","48","Houston County","225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48225",,,"Houston County, Texas",16834,172,8,0,8,25,48,39,21,220,82,408,586,449,789,310,4607,1515,1253,2435,1237,1850,624,83,65,8234,587,598,750,579,765,376,329,563,504,576,709,823,397,150,187,341,40838,11804,107500,"Houston County, Texas",174,79,15,26,15,27,42,37,27,105,55,128,129,135,197,93,456,234,288,309,252,335,193,48,40,399,124,157,194,188,205,136,115,181,150,133,168,179,92,84,86,145,2097,224,9889
"G4802270","2016-2020","TX",,,"Texas","48","Howard County","227",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48227",,,"Howard County, Texas",24766,437,12,0,72,68,75,116,134,301,419,540,761,909,557,523,5921,2669,2609,3747,1582,2263,740,218,93,11354,780,450,338,705,566,583,486,537,354,1161,1415,1403,1072,565,516,423,57761,13200,103500,"Howard County, Texas",222,146,21,30,81,51,60,77,72,113,142,134,184,213,166,184,604,449,372,410,282,321,174,89,77,325,177,150,108,193,146,152,151,198,112,217,331,282,307,147,158,120,2906,182,11426
"G4802290","2016-2020","TX",,,"Texas","48","Hudspeth County","229",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48229",,,"Hudspeth County, Texas",3116,130,0,0,20,37,88,18,0,413,44,168,258,85,77,17,786,190,85,226,166,297,11,0,0,1127,212,73,51,90,108,93,69,41,44,93,95,111,42,3,2,0,31505,1595,54500,"Hudspeth County, Texas",128,84,14,14,26,40,58,26,14,148,41,114,110,55,45,25,187,123,77,110,77,100,11,14,14,113,106,52,48,54,68,69,59,30,28,91,62,90,40,7,5,14,6170,67,7289
"G4802310","2016-2020","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48231",,,"Hunt County, Texas",63553,696,0,0,61,3,154,35,158,936,429,686,1269,1554,1875,1318,18034,3946,5253,9711,4479,8547,3236,494,679,33596,1975,1458,1777,1873,1709,2052,1095,1565,1218,2561,3379,4810,2753,1965,1982,1424,57467,38119,135800,"Hunt County, Texas",181,203,33,33,72,6,102,37,85,279,199,227,317,306,333,339,1011,444,516,760,510,782,450,215,231,506,333,307,333,337,300,375,221,246,246,377,443,495,364,409,325,287,2057,126,6830
"G4802330","2016-2020","TX",,,"Texas","48","Hutchinson County","233",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48233",,,"Hutchinson County, Texas",13955,332,0,0,8,0,3,0,44,177,10,162,187,373,312,324,3503,1197,1293,2696,1185,1646,396,67,40,7074,449,369,372,344,370,326,215,367,305,509,720,785,972,432,330,209,57921,10652,81600,"Hutchinson County, Texas",119,168,26,26,18,26,4,26,45,117,13,89,91,157,137,158,378,298,214,337,270,282,144,55,30,272,108,115,109,112,124,122,91,103,111,149,159,175,188,148,123,89,4535,30,4430
"G4802350","2016-2020","TX",,,"Texas","48","Irion County","235",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48235",,,"Irion County, Texas",1068,0,0,0,0,8,0,0,0,13,0,19,11,5,3,4,355,58,63,208,102,173,35,9,2,636,54,43,16,26,33,51,25,32,15,49,56,102,56,47,12,19,53778,885,122000,"Irion County, Texas",110,14,14,14,14,12,14,14,14,16,14,17,12,8,5,5,71,38,44,58,59,68,33,11,4,64,36,32,20,21,27,27,21,30,16,37,32,41,36,35,10,16,10649,53,25005
"G4802370","2016-2020","TX",,,"Texas","48","Jack County","237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48237",,,"Jack County, Texas",6166,109,0,0,0,0,4,0,0,161,42,156,181,213,116,181,1793,560,311,1023,422,565,210,64,55,3169,219,216,226,242,177,164,94,87,39,259,496,211,269,234,113,123,54087,4177,95200,"Jack County, Texas",101,64,20,20,20,20,8,20,20,92,37,102,77,79,53,73,217,122,92,208,119,159,83,66,51,197,103,108,90,88,77,79,43,57,23,78,116,64,100,90,61,58,5771,68,9647
"G4802390","2016-2020","TX",,,"Texas","48","Jackson County","239",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48239",,,"Jackson County, Texas",9931,292,0,0,0,44,80,0,33,207,30,151,167,356,336,148,2738,553,850,1786,631,1135,294,51,49,4924,300,270,243,171,276,130,196,219,292,391,464,742,446,351,343,90,58243,6737,110100,"Jackson County, Texas",165,185,22,22,22,48,69,22,31,111,30,87,87,176,127,104,351,176,206,284,160,224,108,51,45,282,124,111,96,92,128,76,84,81,131,125,129,182,123,149,115,48,10095,47,10511
"G4802410","2016-2020","TX",,,"Texas","48","Jasper County","241",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48241",,,"Jasper County, Texas",24345,89,0,18,8,0,47,61,165,96,113,394,727,750,797,387,9579,1341,2294,2436,1802,1916,1162,159,4,13725,953,890,1037,1260,794,731,915,603,495,671,1085,1892,902,568,485,444,42756,17375,105200,"Jasper County, Texas",156,60,30,31,15,30,66,81,139,59,96,172,317,223,250,205,691,321,505,486,419,389,328,113,8,464,195,266,257,340,201,277,295,182,192,219,282,361,230,149,193,230,4174,78,9561
"G4802430","2016-2020","TX",,,"Texas","48","Jeff Davis County","243",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48243",,,"Jeff Davis County, Texas",1661,92,0,0,0,0,43,0,0,0,0,29,40,46,30,40,224,32,101,366,121,237,257,0,3,991,65,17,55,132,98,51,115,45,18,36,103,182,34,16,22,2,,1766,134800,"Jeff Davis County, Texas",1540,314,14,14,14,14,181,14,14,14,14,59,157,147,59,88,292,119,318,371,184,294,257,14,19,1045,220,87,251,184,203,150,196,195,75,108,172,164,63,36,35,3,,1062,98988
"G4802450","2016-2020","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48245",,,"Jefferson County, Texas",168295,3494,13,55,88,278,607,462,737,3068,1153,2572,3909,3542,4227,2816,45118,8914,10227,30820,13771,21766,7415,1982,1261,94012,8296,5300,4550,5340,4775,4389,4511,5322,3623,8187,8151,10634,7111,4321,5063,4439,50840,108947,120300,"Jefferson County, Texas",79,599,20,68,80,144,205,233,235,650,340,434,507,469,515,378,1577,724,684,1474,893,1105,652,332,255,1190,723,688,597,571,632,503,600,756,454,870,668,840,639,609,571,548,1175,579,3583
"G4802470","2016-2020","TX",,,"Texas","48","Jim Hogg County","247",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48247",,,"Jim Hogg County, Texas",2828,157,0,0,0,10,35,7,40,41,12,22,161,132,29,74,1027,139,114,345,109,277,78,19,0,1545,150,133,174,59,96,139,121,26,56,80,105,233,54,83,22,14,35736,2370,77000,"Jim Hogg County, Texas",313,97,20,20,20,12,56,11,62,36,20,21,102,82,33,59,207,86,57,132,69,153,64,24,20,221,80,82,97,40,78,103,88,29,38,53,61,103,38,68,32,15,5914,225,22517
"G4802490","2016-2020","TX",,,"Texas","48","Jim Wells County","249",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48249",,,"Jim Wells County, Texas",25841,419,0,13,8,0,252,219,139,382,386,327,858,725,1202,712,7633,1468,1294,4150,1476,3247,773,103,55,12924,1339,883,636,678,716,742,1007,377,534,910,966,1410,1058,603,628,437,45857,16409,76900,"Jim Wells County, Texas",200,190,30,30,12,30,162,141,78,187,165,143,311,264,360,200,803,305,321,582,383,736,194,83,62,468,312,250,166,195,181,250,356,149,203,262,279,339,271,175,188,177,5537,53,4817
"G4802510","2016-2020","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48251",,,"Johnson County, Texas",112031,1411,16,0,64,151,268,449,171,1271,510,1112,2656,2993,2850,2026,32848,7274,8678,17501,7913,15089,5347,779,654,58270,2346,1802,2145,1931,2326,2409,2631,2668,2577,5742,6731,8352,6453,3361,4299,2497,65311,62881,168500,"Johnson County, Texas",163,286,17,33,78,106,146,202,107,286,190,343,500,440,372,448,1481,698,777,1118,734,1106,886,222,169,591,417,367,389,455,438,355,398,367,428,563,674,680,618,461,569,369,1752,114,3765
"G4802530","2016-2020","TX",,,"Texas","48","Jones County","253",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48253",,,"Jones County, Texas",14837,173,7,1,0,0,82,41,38,118,148,231,661,485,990,144,3107,2554,1307,2035,957,1365,336,27,30,5646,342,239,220,271,392,199,297,363,416,476,836,558,317,384,244,92,52471,7054,80800,"Jones County, Texas",144,59,10,3,22,22,71,32,38,65,54,80,138,122,178,71,348,217,191,292,222,229,110,27,26,400,112,95,99,102,119,76,119,133,179,134,217,161,110,156,91,43,6265,451,9711
"G4802550","2016-2020","TX",,,"Texas","48","Karnes County","255",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48255",,,"Karnes County, Texas",10540,183,0,0,34,60,103,25,149,284,87,341,514,263,331,184,2850,974,597,1341,545,1190,425,52,8,4552,313,339,250,139,208,424,133,199,184,339,271,534,366,125,358,370,52896,6063,109500,"Karnes County, Texas",119,88,22,22,41,44,57,25,86,109,46,123,134,108,91,89,340,175,148,253,159,203,137,43,12,243,108,139,115,70,108,166,58,116,85,131,85,132,111,60,127,93,6740,146,11580
"G4802570","2016-2020","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48257",,,"Kaufman County, Texas",82983,1739,51,0,136,59,145,93,193,1207,400,953,1569,1423,1821,1982,22148,5294,7081,12784,7160,11771,4155,402,417,39237,1569,1259,1321,1615,1123,1616,1570,1630,1187,3207,4105,5195,5062,3588,3134,2056,72179,42292,195400,"Kaufman County, Texas",96,319,59,33,161,58,71,64,150,404,170,252,338,315,359,319,1354,669,602,1051,682,999,544,130,137,411,276,316,342,377,283,311,274,326,257,461,408,510,598,518,385,301,2856,118,5735
"G4802590","2016-2020","TX",,,"Texas","48","Kendall County","259",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48259",,,"Kendall County, Texas",31162,144,14,0,5,36,52,36,53,404,209,56,126,93,310,315,5013,970,2380,4360,2481,8944,4038,636,487,14789,418,210,297,278,344,569,480,401,479,1009,1212,1777,1546,1269,1624,2876,98692,16488,378500,"Kendall County, Texas",275,160,21,30,12,67,72,51,82,357,148,54,108,74,237,253,722,357,579,513,502,852,453,234,196,314,130,103,114,128,146,187,155,164,188,273,235,407,306,269,363,447,9423,36,18527
"G4802610","2016-2020","TX",,,"Texas","48","Kenedy County","261",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48261",,,"Kenedy County, Texas",270,0,0,0,14,11,26,0,14,29,33,0,18,52,14,0,24,15,4,12,0,1,3,0,0,129,0,4,10,18,10,11,11,15,13,11,12,14,0,0,0,0,40083,221,,"Kenedy County, Texas",109,14,14,14,21,18,32,14,23,31,40,14,32,33,21,14,31,23,4,19,14,3,7,14,14,51,14,4,17,26,18,18,18,23,20,19,19,20,14,14,14,14,14958,64,
"G4802630","2016-2020","TX",,,"Texas","48","Kent County","263",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48263",,,"Kent County, Texas",478,0,0,0,0,0,0,0,0,0,16,0,6,8,0,1,112,11,75,53,39,88,64,0,5,286,9,16,23,4,3,12,4,7,13,9,74,39,33,21,7,12,61706,517,64700,"Kent County, Texas",111,14,14,14,14,14,14,14,14,14,25,14,6,14,14,3,47,9,44,26,20,51,29,14,6,69,10,19,26,6,4,19,5,6,11,9,48,28,27,17,6,11,7387,87,42822
"G4802650","2016-2020","TX",,,"Texas","48","Kerr County","265",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48265",,,"Kerr County, Texas",37918,307,0,0,25,33,110,0,66,703,125,176,820,596,609,480,8980,1734,3029,6707,2731,6890,2685,454,658,21278,867,722,953,1047,934,1389,1071,1197,982,1922,2031,3104,2042,1068,1157,792,57196,24796,193900,"Kerr County, Texas",120,131,33,33,31,37,91,33,69,306,86,107,310,239,189,143,789,412,458,605,417,644,440,146,236,400,217,176,243,231,228,321,213,319,275,431,290,394,382,234,277,201,3400,77,11330
"G4802670","2016-2020","TX",,,"Texas","48","Kimble County","267",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48267",,,"Kimble County, Texas",3312,46,0,0,0,0,14,1,13,49,29,50,138,46,105,48,653,362,215,550,174,506,224,57,32,1967,203,40,176,70,100,165,118,91,87,101,156,153,148,95,94,170,46602,3318,151700,"Kimble County, Texas",143,40,14,14,14,14,16,4,16,43,27,67,78,34,54,33,144,115,75,170,72,133,102,46,22,184,90,31,101,36,53,69,54,51,44,57,85,75,63,52,51,106,7765,128,57875
"G4802690","2016-2020","TX",,,"Texas","48","King County","269",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48269",,,"King County, Texas",222,19,0,0,0,2,8,0,0,4,0,4,0,2,4,5,114,0,5,23,2,22,4,0,4,90,19,4,0,0,10,2,14,4,1,12,11,7,0,1,4,1,39286,151,22800,"King County, Texas",82,16,14,14,14,4,11,14,14,6,14,5,14,3,7,5,60,14,4,13,3,20,7,14,7,26,16,4,14,14,11,3,12,4,2,9,8,9,14,2,7,2,12410,30,1204
"G4802710","2016-2020","TX",,,"Texas","48","Kinney County","271",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48271",,,"Kinney County, Texas",2883,25,0,0,0,6,15,0,0,187,10,23,62,71,9,140,647,156,349,445,197,372,134,35,0,1475,113,123,223,125,37,36,81,16,0,111,339,62,75,37,58,39,39972,2010,82000,"Kinney County, Texas",251,36,14,14,14,10,25,14,14,91,17,31,83,60,16,123,254,119,169,190,131,198,120,35,14,201,87,92,143,84,57,49,74,15,14,99,151,51,60,41,62,57,26645,206,30859
"G4802730","2016-2020","TX",,,"Texas","48","Kleberg County","273",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48273",,,"Kleberg County, Texas",17019,501,0,1,10,60,97,104,112,501,92,482,624,401,384,195,3302,1425,1282,2575,735,2919,973,136,108,11140,1665,605,527,515,596,453,320,623,475,1190,564,1448,830,587,465,277,47301,13310,98500,"Kleberg County, Texas",170,285,30,7,19,64,81,83,99,186,86,143,224,170,150,114,405,384,364,402,232,419,260,94,66,424,404,252,220,242,210,175,157,195,181,390,199,295,246,212,175,133,4874,125,11505
"G4802750","2016-2020","TX",,,"Texas","48","Knox County","275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48275",,,"Knox County, Texas",2462,94,0,4,0,0,27,0,26,53,26,29,65,64,62,26,669,85,223,374,171,287,159,5,13,1394,71,62,102,79,103,93,47,82,37,160,94,221,117,69,34,23,50719,2030,43300,"Knox County, Texas",70,47,14,6,14,14,23,14,27,39,27,23,34,37,29,18,110,44,57,69,51,72,63,5,15,94,27,32,38,35,47,40,36,49,21,63,33,56,48,37,21,17,6057,40,4496
"G4802770","2016-2020","TX",,,"Texas","48","Lamar County","277",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48277",,,"Lamar County, Texas",34180,627,0,0,0,20,110,0,57,131,122,424,699,1057,809,704,9350,2093,2969,5613,2989,4375,1505,342,184,19995,2245,1314,1207,1179,1121,786,899,665,1016,1843,2011,2321,1364,838,804,382,48036,22807,108500,"Lamar County, Texas",205,195,30,30,30,31,90,30,45,78,65,155,191,217,210,183,623,310,400,456,408,533,306,131,98,394,377,375,242,254,201,183,203,176,297,267,294,341,348,245,208,125,2391,101,8634
"G4802790","2016-2020","TX",,,"Texas","48","Lamb County","279",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48279",,,"Lamb County, Texas",8258,254,0,9,0,10,148,42,58,240,95,242,176,266,250,208,2441,454,586,1103,639,809,195,18,15,4706,451,366,272,324,216,288,246,193,183,277,669,538,404,115,85,79,44935,6069,67900,"Lamb County, Texas",75,100,22,14,22,11,73,34,38,77,59,101,70,99,90,115,252,115,157,151,151,143,75,17,15,177,129,121,86,91,89,117,73,69,77,87,147,106,107,52,47,40,3590,41,4655
